Program	Network	Rating rank	HH US AA%	HH US Shr	18-49 AA%	18-49 Shr	Type	Drama	Sports	Comedy	NBC	ABC	CBS	FOX	UPN	FOXDrama	FOXSports	FOXComedy	NBCDrama	NBCSports	NBCComedy	ABCDrama	ABCSports	ABCComedy	CBSDrama	CBSSports	CBSComedy	UPNDrama	UPNSports	UPNComedy	Log HH share
PARENT 'HOOD, THE - WB	WB	1.890000000e+002	1.500000000e+000	3.000000000e+000	7.000000000e-001	3.000000000e+000	Comedy	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	4.771212547e-001
RESCUE 77-SUN-WB	WB	1.900000000e+002	1.500000000e+000	3.000000000e+000	8.000000000e-001	3.000000000e+000	Drama	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	4.771212547e-001
7 DAYS (MONDAY)	UPN	1.910000000e+002	1.400000000e+000	2.000000000e+000	7.000000000e-001	2.000000000e+000	Drama	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	3.010299957e-001
AMERICAS GREATEST PETS II	UPN	1.920000000e+002	1.400000000e+000	3.000000000e+000	7.000000000e-001	2.000000000e+000	Drama	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	4.771212547e-001
DESMOND PFEIFFER	UPN	1.930000000e+002	1.400000000e+000	2.000000000e+000	8.000000000e-001	2.000000000e+000	Comedy	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	3.010299957e-001
DIRESTA	UPN	1.940000000e+002	1.400000000e+000	2.000000000e+000	8.000000000e-001	2.000000000e+000	Drama	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	3.010299957e-001
LOVE BOAT: THE NEXT WAVE	UPN	1.950000000e+002	1.400000000e+000	3.000000000e+000	7.000000000e-001	2.000000000e+000	Comedy	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	4.771212547e-001
STAR TREK: VOYAGER (TUE)	UPN	1.960000000e+002	1.400000000e+000	2.000000000e+000	9.000000000e-001	2.000000000e+000	Drama	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	3.010299957e-001
UPN SPECIAL PRESENTATION	UPN	1.970000000e+002	1.400000000e+000	3.000000000e+000	8.000000000e-001	3.000000000e+000	Drama	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	4.771212547e-001
LEGACY	UPN	1.980000000e+002	1.300000000e+000	2.000000000e+000	7.000000000e-001	2.000000000e+000	Drama	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	3.010299957e-001
DILBERT (TUE)	UPN	1.990000000e+002	1.200000000e+000	2.000000000e+000	6.000000000e-001	2.000000000e+000	Comedy	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	3.010299957e-001
HOME MOVIES	UPN	2.000000000e+002	1.200000000e+000	2.000000000e+000	7.000000000e-001	2.000000000e+000	Drama	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	3.010299957e-001
